"eventFile";"eventId";"alreadyDone";"customLocRemaining"
"AdventurerFormables.txt";"marcher.4.d";"true";"false"
"adventurers.txt";"theocracy.1.desc";"true";"false"
"adventurers.txt";"adventurer.4.d";"true";"false"
"adventurers.txt";"adventurer.5.d";"true";"false"
"adventurers.txt";"adventurer.6.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.1.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.2.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.3.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.4.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.5.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.6.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.7.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.8.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.9.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.10.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.11.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.12.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.13.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.14.d";"true";"false"
"AdventurerSpawnables.txt";"adventurerspawnables.15.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.1.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.2.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.3.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.4.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.5.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.6.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.7.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.8.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.9.d";"true";"false"
"AdventuringEfficiency.txt";"adventuring.10.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.100.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.200.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.300.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.301.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.302.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.400.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.401.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.402.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.403.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.404.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.405.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.406.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.407.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.501.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.600.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.800.d";"true";"false"
"Aelantir_Cannor_Interaction.txt";"aelantir_cannor_interaction.802.d";"true";"false"
"Aelantir_Monument_Flavour_Events.txt";"aelantir_monument_flavour.1.d";"true";"false"
"Aelantir_Monument_Flavour_Events.txt";"aelantir_monument_flavour.2.d";"true";"false"
"aelantir_nativebuyout.txt";"nativebuyout.1.desc1";"true";"false"
"aelantir_nativebuyout.txt";"nativebuyout.1.desc2";"true";"false"
"aelantir_nativebuyout.txt";"nativebuyout.2.d1";"true";"false"
"aelantir_nativebuyout.txt";"nativebuyout.2.d2";"true";"false"
"aelantir_nativebuyout.txt";"nativebuyout.2.d3";"true";"false"
"aelantir_nativebuyout.txt";"nativebuyout.3.d1";"true";"false"
"aelantir_nativebuyout.txt";"nativebuyout.3.d2";"true";"false"
"aelantir_nativebuyout.txt";"nativebuyout.4.d";"true";"false"
"aelantir_nativebuyout.txt";"nativebuyout.5.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.1.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.2.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.3.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.4.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.5.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.6.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.7.d1";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.7.d2";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.8.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.9.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.11.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.12.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.13.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.14.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.15.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.16.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.17.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.18.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.19.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.20.d";"true";"false"
"AelantirSpawnables.txt";"aelantirspawnables.21.d";"true";"false"
"AgeOfGreentide.txt";"greentide.0.d";"true";"false"
"AgeOfGreentide.txt";"greentide.1.d";"true";"false"
"AgeOfGreentide.txt";"greentide.2.d";"true";"false"
"AgeOfGreentide.txt";"greentide.3.d";"true";"false"
"AgeOfGreentide.txt";"greentide.4.d";"true";"false"
"AgeOfGreentide.txt";"greentide.5.d";"true";"false"
"AgeOfGreentide.txt";"greentide.6.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.90.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.0.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.91.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.1.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.2.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.3.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.4.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.5.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.6.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.10.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.100.d";"true";"false"
"AgeOfUnraveling.txt";"unraveling.101.d";"true";"false"
"AmadiaEvents.txt";"amadia.3.desc";"true";"false"
"AmadiaEvents.txt";"amadia.4.desc";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.0.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.10.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.11.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.13.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.14.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.15.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.21.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.22.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.23.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.24.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.30.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.120.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.130.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.200.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.201.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.202.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.203.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.204.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.205.d";"true";"false"
"anb_aw_bandits.txt";"aw_bandits.206.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.0.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.10.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.11.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.13.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.14.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.15.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.20.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.21.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.23.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.24.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.25.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.30.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.110.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.120.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.121.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.130.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.131.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.140.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.141.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.142.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.143.d";"true";"false"
"anb_aw_eldritch_cultists.txt";"aw_eldritch_cultists.144.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.0.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.22.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.23.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.25.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.30.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.110.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.200.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.201.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.202.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.203.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.204.d";"true";"false"
"anb_aw_ghouls.txt";"aw_ghouls.205.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.0.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.10.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.11.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.13.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.14.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.15.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.20.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.21.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.22.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.23.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.24.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.25.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.30.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.40.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.41.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.120.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.121.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.122.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.123.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.124.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.130.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.131.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.200.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.201.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.202.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.203.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.204.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.205.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.206.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.207.d";"true";"false"
"anb_aw_goblins.txt";"aw_goblins.208.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.0.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.20.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.21.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.22.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.23.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.24.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.25.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.120.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.130.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.200.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.201.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.202.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.203.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.204.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.205.d";"true";"false"
"anb_aw_hags.txt";"aw_hags.206.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.0.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.10.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.20.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.21.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.24.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.30.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.120.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.121.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.122.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.123.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.124.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.125.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.126.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.130.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.131.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.132.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.133.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.134.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.135.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.200.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.201.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.202.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.203.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.204.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.205.d";"true";"false"
"anb_aw_haunted_house.txt";"aw_haunted_house.206.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.0.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.10.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.11.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.20.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.21.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.22.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.23.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.24.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.25.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.30.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.40.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.41.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.100.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.110.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.111.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.120.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.121.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.122.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.123.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.124.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.130.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.140.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.141.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.142.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.200.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.201.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.202.d";"true";"false"
"anb_aw_orcs.txt";"aw_orcs.203.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.0.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.20.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.21.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.24.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.120.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.121.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.122.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.200.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.201.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.202.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.203.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.204.d";"true";"false"
"anb_aw_satyrs.txt";"aw_satyrs.205.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.0.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.11.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.13.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.15.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.20.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.21.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.22.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.23.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.24.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.30.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.120.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.121.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.123.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.124.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.130.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.131.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.200.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.201.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.202.d";"true";"false"
"anb_aw_thieves_guild.txt";"aw_thieves_guild.203.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.0.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.10.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.11.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.21.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.22.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.23.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.25.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.30.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.40.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.140.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.200.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.201.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.202.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.204.d";"true";"false"
"anb_aw_trolls.txt";"aw_trolls.205.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.0.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.10.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.11.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.13.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.14.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.15.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.20.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.21.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.24.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.30.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.100.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.120.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.121.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.122.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.124.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.125.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.126.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.127.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.128.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.140.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.141.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.200.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.201.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.202.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.203.d";"true";"false"
"anb_aw_vampires.txt";"aw_vampires.204.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.0.d1";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.0.d2";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.20.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.21.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.24.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.30.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.120.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.121.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.200.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.201.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.202.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.203.d";"true";"false"
"anb_aw_wendigo.txt";"aw_wendigo.204.d";"true";"false"
"anb_aw_werewolves.txt";"aw_werewolves.0.d";"true";"false"
"anb_aw_werewolves.txt";"aw_werewolves.13.d";"true";"false"
"anb_aw_werewolves.txt";"aw_werewolves.14.d";"true";"false"
"anb_aw_werewolves.txt";"aw_werewolves.20.d";"true";"false"
"anb_aw_werewolves.txt";"aw_werewolves.21.d";"true";"false"
"anb_aw_werewolves.txt";"aw_werewolves.23.d";"true";"false"
"anb_aw_werewolves.txt";"aw_werewolves.25.d";"true";"false"
